Par,Grupo,SD1,SD2
1,Normal,82.49717541245035,185.97089553416077
1,Triatleta,108.16963485562694,197.37648792922084
2,Normal,32.24618332918581,85.32931240390944
2,Triatleta,25.257992768742646,101.71422859953631
3,Normal,32.543773240265885,123.05753103226562
3,Triatleta,58.291476401489106,135.22707610696193
4,Normal,17.65257774416906,84.20835464667861
4,Triatleta,30.097304777843018,123.36609205205603
5,Normal,41.2415007349704,186.03833753090788
5,Triatleta,40.49676626010783,159.53080880832218
